estacion,hora,q_cafes_llevar_solo,q_cafes_local_solo,q_cafes_llevar_solo_leche,q_cafes_llevar_solo_otros,q_cafes_local_solo_leche,q_cafes_local_solo_otros,q_cafes_llevar_solo_otros_negro,q_cafes_local_solo_otros_negro
Santa Rita,8,99.0000,83.0000,22.0000,77.0000,4.0000,79.0000,null,81.0000
Olivos,5,71.0000,36.0000,68.0000,3.0000,17.0000,19.0000,null,29.0000
Luis Viale,19,35.0000,103.0000,13.0000,22.0000,4.0000,99.0000,2.0000,65.0000
El Club,3,36.0000,29.0000,13.0000,23.0000,6.0000,23.0000,6.0000,25.0000
Gral Paz Provincia,1,108.0000,83.0000,25.0000,83.0000,10.0000,73.0000,35.0000,52.0000
Arroyo Seco,13,404.0000,519.0000,124.0000,280.0000,38.0000,481.0000,79.0000,217.0000
Santa Rita,12,27.0000,78.0000,2.0000,25.0000,2.0000,76.0000,null,75.0000
Gutierrez,8,126.0000,70.0000,63.0000,63.0000,16.0000,54.0000,20.0000,59.0000
DISC Echeverria,0,null,26.0000,null,null,null,26.0000,null,9.0000
Rosario Sur,22,null,null,null,null,null,null,null,null
Arroyo Seco,18,919.0000,573.0000,410.0000,509.0000,95.0000,478.0000,112.0000,328.0000
Rivadavia,8,null,null,null,null,null,null,null,null
Boulevard,16,83.0000,341.0000,31.0000,52.0000,12.0000,329.0000,21.0000,294.0000
Alberdi,14,null,38.0000,null,null,null,38.0000,null,34.0000
AUBASA LP-BA,20,92.0000,120.0000,19.0000,73.0000,21.0000,99.0000,19.0000,105.0000
Los Incas,17,47.0000,1.0000,32.0000,15.0000,null,1.0000,5.0000,1.0000
Maipu,10,103.0000,184.0000,58.0000,45.0000,24.0000,160.0000,null,182.0000
Rivadavia,19,null,null,null,null,null,null,null,null
Trelles,1,24.0000,41.0000,11.0000,13.0000,6.0000,35.0000,12.0000,14.0000
Trelles,6,110.0000,89.0000,52.0000,58.0000,15.0000,74.0000,42.0000,34.0000
La Bandera,2,null,null,null,null,null,null,null,null
DISC Caraffa,13,4.0000,46.0000,null,4.0000,3.0000,43.0000,3.0000,28.0000
Florencio Varela,11,90.0000,187.0000,42.0000,48.0000,26.0000,161.0000,5.0000,178.0000
Amanecer,18,57.0000,102.0000,18.0000,39.0000,null,102.0000,10.0000,102.0000
La Bandera,15,56.0000,427.0000,45.0000,11.0000,6.0000,421.0000,6.0000,235.0000
Santa Rita,23,18.0000,24.0000,2.0000,16.0000,null,24.0000,3.0000,23.0000
Florencio Varela,2,31.0000,20.0000,7.0000,24.0000,8.0000,12.0000,4.0000,20.0000
Zarate Brazo Largo,16,68.0000,56.0000,42.0000,26.0000,6.0000,50.0000,null,56.0000
Alvear,11,244.0000,667.0000,99.0000,145.0000,98.0000,569.0000,44.0000,539.0000
Libertador,15,82.0000,215.0000,20.0000,62.0000,16.0000,199.0000,18.0000,167.0000
El Club,6,126.0000,141.0000,56.0000,70.0000,32.0000,109.0000,22.0000,115.0000
DISC Echeverria,18,null,21.0000,null,null,null,21.0000,null,11.0000
Amanecer,0,17.0000,59.0000,5.0000,12.0000,null,59.0000,4.0000,59.0000
Cabildo,2,20.0000,18.0000,6.0000,14.0000,9.0000,9.0000,3.0000,13.0000
Zarate,11,63.0000,46.0000,18.0000,45.0000,9.0000,37.0000,17.0000,46.0000
Fisherton,16,96.0000,701.0000,8.0000,88.0000,null,701.0000,37.0000,631.0000
Luis Viale,14,54.0000,182.0000,16.0000,38.0000,14.0000,168.0000,11.0000,124.0000
El Club,13,100.0000,331.0000,35.0000,65.0000,15.0000,316.0000,20.0000,251.0000
Luis Viale,6,73.0000,157.0000,16.0000,57.0000,40.0000,117.0000,9.0000,136.0000
Santa Rita,5,72.0000,34.0000,11.0000,61.0000,4.0000,30.0000,3.0000,34.0000
Rosario Sur,19,null,null,null,null,null,null,null,null
Bonpland,7,444.0000,189.0000,186.0000,258.0000,49.0000,140.0000,41.0000,143.0000
Villa Allende,7,196.0000,134.0000,127.0000,69.0000,37.0000,97.0000,25.0000,80.0000
AUBASA BA-LP,14,216.0000,181.0000,50.0000,166.0000,12.0000,169.0000,68.0000,120.0000
Floresta,22,31.0000,86.0000,1.0000,30.0000,4.0000,82.0000,3.0000,86.0000
AUBASA BA-LP,11,270.0000,276.0000,97.0000,173.0000,24.0000,252.0000,44.0000,201.0000
La Carmela,17,78.0000,39.0000,32.0000,46.0000,9.0000,30.0000,19.0000,39.0000
Luis Viale,10,114.0000,174.0000,9.0000,105.0000,15.0000,159.0000,13.0000,124.0000
DISC Caraffa,19,2.0000,18.0000,null,2.0000,1.0000,17.0000,null,14.0000
Amanecer,21,23.0000,38.0000,3.0000,20.0000,null,38.0000,9.0000,38.0000
Floresta,10,124.0000,97.0000,59.0000,65.0000,9.0000,88.0000,8.0000,97.0000
Bonpland,4,76.0000,76.0000,35.0000,41.0000,23.0000,53.0000,19.0000,59.0000
CORS EVENTOS,17,66.0000,null,20.0000,46.0000,null,null,20.0000,null
Laferrere,20,29.0000,55.0000,18.0000,11.0000,14.0000,41.0000,2.0000,19.0000
America,18,67.0000,172.0000,17.0000,50.0000,null,172.0000,22.0000,172.0000
Maipu,23,45.0000,75.0000,27.0000,18.0000,10.0000,65.0000,null,73.0000
Gutierrez,1,36.0000,34.0000,13.0000,23.0000,5.0000,29.0000,13.0000,31.0000
Santa Fe,7,54.0000,10.0000,28.0000,26.0000,2.0000,8.0000,12.0000,10.0000
Emilio Castro,17,43.0000,23.0000,19.0000,24.0000,1.0000,22.0000,4.0000,15.0000
Parque Sarmiento,19,49.0000,55.0000,12.0000,37.0000,2.0000,53.0000,31.0000,53.0000
El Arco,13,43.0000,74.0000,30.0000,13.0000,7.0000,67.0000,6.0000,45.0000
Quilmes,14,42.0000,121.0000,20.0000,22.0000,6.0000,115.0000,8.0000,86.0000
Los Incas,7,131.0000,4.0000,101.0000,30.0000,null,4.0000,9.0000,4.0000
Olivos,8,323.0000,186.0000,287.0000,36.0000,35.0000,151.0000,8.0000,173.0000
Lima,23,278.0000,141.0000,50.0000,228.0000,15.0000,126.0000,119.0000,97.0000
AUBASA BA-LP,20,99.0000,81.0000,22.0000,77.0000,8.0000,73.0000,31.0000,57.0000
Zarate,8,191.0000,20.0000,111.0000,80.0000,6.0000,14.0000,21.0000,18.0000
Florencio Varela,9,228.0000,136.0000,87.0000,141.0000,31.0000,105.0000,14.0000,124.0000
Maipu,4,67.0000,29.0000,57.0000,10.0000,4.0000,25.0000,null,29.0000
Zarate,15,37.0000,25.0000,17.0000,20.0000,2.0000,23.0000,6.0000,25.0000
La Bandera,22,null,null,null,null,null,null,null,null
Floresta,11,88.0000,91.0000,28.0000,60.0000,8.0000,83.0000,3.0000,91.0000
Gral Paz Capital,21,59.0000,106.0000,21.0000,38.0000,null,106.0000,31.0000,106.0000
Libertador,14,72.0000,180.0000,22.0000,50.0000,13.0000,167.0000,13.0000,146.0000
Maipu,11,51.0000,205.0000,31.0000,20.0000,21.0000,184.0000,null,202.0000
Gutierrez,23,20.0000,32.0000,8.0000,12.0000,4.0000,28.0000,3.0000,27.0000
El Arco,16,50.0000,167.0000,28.0000,22.0000,6.0000,161.0000,11.0000,113.0000
Anchorena,12,null,26.0000,null,null,7.0000,19.0000,null,26.0000
Florencio Varela,19,60.0000,110.0000,48.0000,12.0000,32.0000,78.0000,3.0000,110.0000
Anchorena,11,null,26.0000,null,null,9.0000,17.0000,null,26.0000
Mitre,0,null,null,null,null,null,null,null,null
Centenera,14,24.0000,85.0000,9.0000,15.0000,6.0000,79.0000,11.0000,84.0000
Anchorena,6,null,31.0000,null,null,10.0000,21.0000,null,31.0000
Disc Panamericana,9,16.0000,15.0000,null,16.0000,null,15.0000,null,15.0000
Pilar,11,82.0000,156.0000,36.0000,46.0000,19.0000,137.0000,12.0000,156.0000
Pilar,21,26.0000,34.0000,5.0000,21.0000,7.0000,27.0000,6.0000,34.0000
Fisherton,1,12.0000,73.0000,null,12.0000,null,73.0000,10.0000,72.0000
Buen Ayre,13,77.0000,133.0000,24.0000,53.0000,6.0000,127.0000,23.0000,87.0000
DISC Caraffa,17,3.0000,41.0000,null,3.0000,1.0000,40.0000,null,36.0000
Maschwitz,13,null,33.0000,null,null,null,33.0000,null,18.0000
Del Tejar,17,73.0000,190.0000,38.0000,35.0000,21.0000,169.0000,4.0000,188.0000
Santa Fe,1,null,null,null,null,null,null,null,null
Gral Paz Provincia,2,119.0000,79.0000,31.0000,88.0000,11.0000,68.0000,35.0000,62.0000
Ovidio Lagos,6,80.0000,50.0000,12.0000,68.0000,8.0000,42.0000,null,50.0000
Fisherton,20,27.0000,387.0000,4.0000,23.0000,null,387.0000,9.0000,359.0000
Alsina,16,79.0000,203.0000,22.0000,57.0000,10.0000,193.0000,18.0000,201.0000
Los Incas,23,15.0000,2.0000,6.0000,9.0000,null,2.0000,5.0000,2.0000
DISC Caraffa,7,8.0000,29.0000,null,8.0000,18.0000,11.0000,1.0000,27.0000
Cabildo,15,51.0000,53.0000,19.0000,32.0000,6.0000,47.0000,5.0000,18.0000
Fisherton,12,66.0000,726.0000,17.0000,49.0000,null,726.0000,16.0000,579.0000
Quilmes,20,47.0000,43.0000,20.0000,27.0000,9.0000,34.0000,7.0000,37.0000
Alvear,19,119.0000,334.0000,45.0000,74.0000,47.0000,287.0000,12.0000,282.0000
Florencio Varela,17,115.0000,151.0000,91.0000,24.0000,63.0000,88.0000,3.0000,149.0000
Villa Allende,22,null,1.0000,null,null,null,1.0000,null,1.0000
Libertador,17,124.0000,177.0000,36.0000,88.0000,15.0000,162.0000,31.0000,128.0000
Gutierrez,21,31.0000,32.0000,13.0000,18.0000,5.0000,27.0000,5.0000,24.0000
El Arco,22,null,1.0000,null,null,null,1.0000,null,null
AUBASA LP-BA,6,302.0000,43.0000,184.0000,118.0000,18.0000,25.0000,46.0000,27.0000
Trelles,10,92.0000,99.0000,52.0000,40.0000,11.0000,88.0000,26.0000,22.0000
Zarate,21,19.0000,7.0000,15.0000,4.0000,1.0000,6.0000,2.0000,7.0000
DISC Caraffa,23,null,2.0000,null,null,null,2.0000,null,2.0000
Santa Rita,13,35.0000,81.0000,5.0000,30.0000,5.0000,76.0000,3.0000,75.0000
La Bandera,5,null,1.0000,null,null,null,1.0000,null,1.0000
Zarate,20,30.0000,10.0000,21.0000,9.0000,1.0000,9.0000,null,9.0000
Gral Paz Provincia,23,96.0000,123.0000,35.0000,61.0000,17.0000,106.0000,32.0000,97.0000
Lima,10,527.0000,419.0000,176.0000,351.0000,46.0000,373.0000,138.0000,326.0000
Maipu,14,27.0000,169.0000,16.0000,11.0000,10.0000,159.0000,null,144.0000
Olivos,15,61.0000,134.0000,46.0000,15.0000,10.0000,124.0000,2.0000,107.0000
Alsina,4,54.0000,58.0000,8.0000,46.0000,5.0000,53.0000,25.0000,58.0000
Alberdi,22,null,24.0000,null,null,null,24.0000,null,22.0000
Lima,3,318.0000,77.0000,118.0000,200.0000,9.0000,68.0000,107.0000,58.0000
Arroyo Seco,3,329.0000,108.0000,140.0000,189.0000,17.0000,91.0000,69.0000,72.0000
Cabildo,0,37.0000,15.0000,19.0000,18.0000,7.0000,8.0000,6.0000,11.0000
Quilmes,16,58.0000,117.0000,26.0000,32.0000,17.0000,100.0000,11.0000,93.0000
Cabildo,18,42.0000,50.0000,16.0000,26.0000,4.0000,46.0000,1.0000,8.0000
Alsina,12,75.0000,129.0000,19.0000,56.0000,11.0000,118.0000,7.0000,128.0000
Zarate,6,141.0000,17.0000,92.0000,49.0000,11.0000,6.0000,11.0000,16.0000
El Arco,17,55.0000,165.0000,38.0000,17.0000,5.0000,160.0000,10.0000,88.0000
San Isidro,15,85.0000,254.0000,12.0000,73.0000,9.0000,245.0000,25.0000,214.0000
Laferrere,3,45.0000,21.0000,14.0000,31.0000,9.0000,12.0000,14.0000,16.0000
Florencio Varela,3,13.0000,8.0000,1.0000,12.0000,null,8.0000,null,8.0000
Mitre,3,null,null,null,null,null,null,null,null
Boulevard,17,101.0000,276.0000,45.0000,56.0000,17.0000,259.0000,25.0000,238.0000
Disc Panamericana,11,3.0000,18.0000,null,3.0000,null,18.0000,null,18.0000
Rivadavia,17,null,null,null,null,null,null,null,null
Maschwitz,11,null,70.0000,null,null,null,70.0000,null,57.0000
Pilar,20,35.0000,39.0000,15.0000,20.0000,6.0000,33.0000,4.0000,39.0000
La Carmela,15,76.0000,65.0000,25.0000,51.0000,8.0000,57.0000,18.0000,65.0000
Villa Allende,0,null,null,null,null,null,null,null,null
Zarate Brazo Largo,20,52.0000,36.0000,38.0000,14.0000,1.0000,35.0000,null,36.0000
Laferrere,16,32.0000,112.0000,18.0000,14.0000,10.0000,102.0000,4.0000,23.0000
Libertador,21,46.0000,80.0000,15.0000,31.0000,10.0000,70.0000,12.0000,66.0000
Cabildo,7,100.0000,34.0000,62.0000,38.0000,8.0000,26.0000,3.0000,18.0000
Trelles,21,15.0000,39.0000,5.0000,10.0000,9.0000,30.0000,6.0000,20.0000
Lima,20,370.0000,259.0000,111.0000,259.0000,29.0000,230.0000,120.0000,177.0000
Gral Paz Provincia,22,70.0000,130.0000,20.0000,50.0000,17.0000,113.0000,25.0000,94.0000
AUBASA LP-BA,5,217.0000,19.0000,129.0000,88.0000,4.0000,15.0000,34.0000,10.0000
Centenera,2,11.0000,11.0000,5.0000,6.0000,3.0000,8.0000,4.0000,10.0000
Pilar,23,37.0000,31.0000,9.0000,28.0000,3.0000,28.0000,7.0000,29.0000
Zarate,0,44.0000,7.0000,17.0000,27.0000,null,7.0000,3.0000,7.0000
Libertador,19,78.0000,122.0000,25.0000,53.0000,19.0000,103.0000,9.0000,94.0000
Gral Paz Capital,0,70.0000,132.0000,53.0000,17.0000,null,132.0000,17.0000,132.0000
Olivos,11,73.0000,544.0000,62.0000,11.0000,16.0000,528.0000,1.0000,520.0000
Bulnes,23,null,null,null,null,null,null,null,null
San Isidro,14,90.0000,234.0000,22.0000,68.0000,5.0000,229.0000,21.0000,204.0000
Disc Panamericana,18,1.0000,5.0000,1.0000,null,null,5.0000,null,5.0000
Arroyo Seco,14,631.0000,757.0000,225.0000,406.0000,56.0000,701.0000,120.0000,272.0000
Maipu,20,28.0000,73.0000,14.0000,14.0000,3.0000,70.0000,null,64.0000
Rosario Sur,10,null,null,null,null,null,null,null,null
La Carmela,19,47.0000,39.0000,20.0000,27.0000,2.0000,37.0000,7.0000,39.0000
Zarate,17,52.0000,24.0000,29.0000,23.0000,6.0000,18.0000,5.0000,23.0000
Villa Luro,15,56.0000,236.0000,23.0000,33.0000,7.0000,229.0000,11.0000,131.0000
Laferrere,9,87.0000,59.0000,58.0000,29.0000,16.0000,43.0000,4.0000,36.0000
Bonpland,18,166.0000,212.0000,100.0000,66.0000,27.0000,185.0000,11.0000,161.0000
La Carmela,21,44.0000,17.0000,14.0000,30.0000,3.0000,14.0000,16.0000,17.0000
Gral Paz Provincia,0,102.0000,111.0000,23.0000,79.0000,12.0000,99.0000,28.0000,86.0000
Dialogos,0,43.0000,49.0000,27.0000,16.0000,14.0000,35.0000,5.0000,44.0000
Villa Luro,22,27.0000,60.0000,4.0000,23.0000,3.0000,57.0000,5.0000,43.0000
Villa Allende,2,3.0000,null,1.0000,2.0000,null,null,null,null
DISC Caraffa,21,1.0000,21.0000,null,1.0000,1.0000,20.0000,null,14.0000
Gutierrez,9,114.0000,101.0000,55.0000,59.0000,16.0000,85.0000,20.0000,88.0000
AUBASA BA-LP,13,130.0000,157.0000,36.0000,94.0000,15.0000,142.0000,36.0000,100.0000
Centenera,17,28.0000,67.0000,7.0000,21.0000,18.0000,49.0000,17.0000,64.0000
Trelles,5,37.0000,26.0000,24.0000,13.0000,1.0000,25.0000,12.0000,7.0000
Olivos,2,43.0000,19.0000,33.0000,10.0000,2.0000,17.0000,2.0000,10.0000
El Club,5,48.0000,86.0000,27.0000,21.0000,null,86.0000,5.0000,79.0000
Bulnes,5,null,null,null,null,null,null,null,null
Gutierrez,2,19.0000,34.0000,5.0000,14.0000,5.0000,29.0000,1.0000,28.0000
Bonpland,16,140.0000,255.0000,58.0000,82.0000,34.0000,221.0000,20.0000,202.0000
Rivadavia,15,null,null,null,null,null,null,null,null
America,10,175.0000,165.0000,71.0000,104.0000,null,165.0000,41.0000,165.0000
Parque Sarmiento,10,101.0000,99.0000,71.0000,30.0000,8.0000,91.0000,24.0000,75.0000
La Bandera,9,150.0000,320.0000,109.0000,41.0000,17.0000,303.0000,17.0000,190.0000
Ovidio Lagos,8,116.0000,142.0000,32.0000,84.0000,7.0000,135.0000,null,142.0000
El Club,1,61.0000,63.0000,24.0000,37.0000,8.0000,55.0000,10.0000,53.0000
Libertador,5,84.0000,53.0000,28.0000,56.0000,14.0000,39.0000,27.0000,51.0000
Lima,6,506.0000,146.0000,198.0000,308.0000,27.0000,119.0000,172.0000,121.0000
Gral Paz Capital,8,539.0000,205.0000,326.0000,213.0000,null,205.0000,162.0000,205.0000
DISC Caraffa,6,14.0000,9.0000,null,14.0000,null,9.0000,null,2.0000
DISC Echeverria,10,null,59.0000,null,null,null,59.0000,null,21.0000
Bulnes,18,31.0000,60.0000,18.0000,13.0000,3.0000,57.0000,3.0000,40.0000
Rosario Sur,15,null,null,null,null,null,null,null,null
Bulnes,2,null,null,null,null,null,null,null,null
Boulevard,6,182.0000,83.0000,74.0000,108.0000,27.0000,56.0000,36.0000,62.0000
Cabildo,11,62.0000,79.0000,37.0000,25.0000,3.0000,76.0000,4.0000,43.0000
Mitre,8,null,null,null,null,null,null,null,null
Maipu,21,27.0000,47.0000,18.0000,9.0000,1.0000,46.0000,null,44.0000
Alsina,5,116.0000,52.0000,20.0000,96.0000,4.0000,48.0000,67.0000,52.0000
Maipu,19,34.0000,161.0000,19.0000,15.0000,11.0000,150.0000,null,149.0000
Rivadavia,10,null,null,null,null,null,null,null,null
Garay,3,58.0000,46.0000,19.0000,39.0000,3.0000,43.0000,3.0000,41.0000
Boulevard,12,67.0000,348.0000,24.0000,43.0000,28.0000,320.0000,22.0000,281.0000
La Carmela,1,80.0000,30.0000,24.0000,56.0000,7.0000,23.0000,30.0000,30.0000
Laferrere,14,13.0000,78.0000,5.0000,8.0000,4.0000,74.0000,6.0000,17.0000
Dialogos,12,50.0000,63.0000,24.0000,26.0000,3.0000,60.0000,4.0000,59.0000
Las Heras,14,82.0000,73.0000,29.0000,53.0000,5.0000,68.0000,20.0000,53.0000
El Club,16,121.0000,462.0000,43.0000,78.0000,72.0000,390.0000,28.0000,363.0000
Villa Allende,12,26.0000,234.0000,17.0000,9.0000,10.0000,224.0000,6.0000,127.0000
La Carmela,16,65.0000,48.0000,24.0000,41.0000,5.0000,43.0000,26.0000,48.0000
La Carmela,2,63.0000,26.0000,21.0000,42.0000,12.0000,14.0000,24.0000,26.0000
Olivos,7,370.0000,98.0000,310.0000,60.0000,38.0000,60.0000,4.0000,98.0000
Florencio Varela,0,41.0000,43.0000,8.0000,33.0000,4.0000,39.0000,14.0000,43.0000
Santa Fe,22,null,null,null,null,null,null,null,null
Gral Paz Provincia,14,73.0000,323.0000,17.0000,56.0000,14.0000,309.0000,16.0000,229.0000
La Carmela,0,59.0000,43.0000,24.0000,35.0000,6.0000,37.0000,17.0000,43.0000
Centenera,13,29.0000,31.0000,18.0000,11.0000,7.0000,24.0000,7.0000,28.0000
Maipu,3,47.0000,37.0000,38.0000,9.0000,14.0000,23.0000,null,36.0000
Santa Fe,11,38.0000,17.0000,16.0000,22.0000,null,17.0000,8.0000,16.0000
Libertador,1,66.0000,62.0000,14.0000,52.0000,5.0000,57.0000,25.0000,52.0000
Mitre,23,null,null,null,null,null,null,null,null
AUBASA LP-BA,2,121.0000,39.0000,35.0000,86.0000,11.0000,28.0000,42.0000,24.0000
Arroyo Seco,2,331.0000,121.0000,144.0000,187.0000,32.0000,89.0000,63.0000,83.0000
Bonpland,3,79.0000,55.0000,31.0000,48.0000,6.0000,49.0000,22.0000,37.0000
Disc Panamericana,12,2.0000,15.0000,1.0000,1.0000,null,15.0000,null,15.0000
Quilmes,8,413.0000,209.0000,256.0000,157.0000,45.0000,164.0000,60.0000,135.0000
Santa Fe,6,86.0000,10.0000,50.0000,36.0000,4.0000,6.0000,16.0000,9.0000
El Club,0,56.0000,111.0000,30.0000,26.0000,10.0000,101.0000,8.0000,90.0000
Alsina,7,114.0000,84.0000,50.0000,64.0000,20.0000,64.0000,6.0000,84.0000
Floresta,0,53.0000,58.0000,11.0000,42.0000,3.0000,55.0000,9.0000,58.0000
Buen Ayre,0,30.0000,60.0000,9.0000,21.0000,6.0000,54.0000,5.0000,53.0000
Maipu,12,21.0000,157.0000,13.0000,8.0000,17.0000,140.0000,null,155.0000
Luis Viale,22,18.0000,66.0000,3.0000,15.0000,null,66.0000,2.0000,58.0000
Bulnes,10,108.0000,124.0000,55.0000,53.0000,6.0000,118.0000,12.0000,101.0000
Gral Paz Capital,9,442.0000,376.0000,245.0000,197.0000,null,376.0000,160.0000,376.0000
La Bandera,20,26.0000,108.0000,20.0000,6.0000,1.0000,107.0000,5.0000,70.0000
Laferrere,8,124.0000,73.0000,82.0000,42.0000,20.0000,53.0000,6.0000,50.0000
Del Tejar,23,32.0000,93.0000,6.0000,26.0000,6.0000,87.0000,6.0000,93.0000
Maipu,13,21.0000,137.0000,11.0000,10.0000,14.0000,123.0000,null,136.0000
La Bandera,13,50.0000,275.0000,34.0000,16.0000,7.0000,268.0000,8.0000,161.0000
AUBASA BA-LP,12,146.0000,179.0000,44.0000,102.0000,20.0000,159.0000,40.0000,137.0000
Centenera,11,52.0000,92.0000,20.0000,32.0000,8.0000,84.0000,20.0000,88.0000
Ovidio Lagos,10,107.0000,320.0000,23.0000,84.0000,13.0000,307.0000,null,320.0000
Amanecer,12,57.0000,108.0000,14.0000,43.0000,null,108.0000,17.0000,108.0000
Rosario Sur,13,null,null,null,null,null,null,null,null
Dialogos,3,1.0000,null,null,1.0000,null,null,null,null
Garay,20,52.0000,144.0000,10.0000,42.0000,8.0000,136.0000,5.0000,96.0000
Fisherton,2,28.0000,21.0000,null,28.0000,null,21.0000,23.0000,19.0000
Disc Panamericana,17,4.0000,9.0000,1.0000,3.0000,null,9.0000,null,9.0000
Bonpland,5,77.0000,49.0000,35.0000,42.0000,8.0000,41.0000,19.0000,35.0000
Parque Sarmiento,23,7.0000,12.0000,6.0000,1.0000,1.0000,11.0000,null,11.0000
Boulevard,22,null,null,null,null,null,null,null,null
DISC Caraffa,15,2.0000,59.0000,null,2.0000,null,59.0000,null,50.0000
Bulnes,8,213.0000,181.0000,165.0000,48.0000,7.0000,174.0000,14.0000,134.0000
Alberdi,19,null,29.0000,null,null,null,29.0000,null,22.0000
Ovidio Lagos,12,26.0000,188.0000,4.0000,22.0000,2.0000,186.0000,null,188.0000
Gral Paz Provincia,13,73.0000,241.0000,20.0000,53.0000,10.0000,231.0000,20.0000,176.0000
Bonpland,1,67.0000,81.0000,25.0000,42.0000,5.0000,76.0000,25.0000,64.0000
Congreso,22,33.0000,32.0000,19.0000,14.0000,1.0000,31.0000,null,32.0000
Trelles,17,49.0000,73.0000,25.0000,24.0000,4.0000,69.0000,17.0000,23.0000
Santa Fe,13,10.0000,8.0000,2.0000,8.0000,null,8.0000,1.0000,6.0000
Zarate Brazo Largo,3,19.0000,21.0000,19.0000,null,1.0000,20.0000,null,21.0000
Buen Ayre,14,106.0000,222.0000,28.0000,78.0000,14.0000,208.0000,25.0000,158.0000
Maschwitz,17,null,79.0000,null,null,null,79.0000,null,68.0000
Villa Luro,13,63.0000,185.0000,18.0000,45.0000,15.0000,170.0000,13.0000,112.0000
Bulnes,20,9.0000,44.0000,7.0000,2.0000,1.0000,43.0000,null,38.0000
El Arco,19,117.0000,182.0000,78.0000,39.0000,10.0000,172.0000,17.0000,129.0000
AUBASA BA-LP,3,91.0000,30.0000,29.0000,62.0000,6.0000,24.0000,22.0000,22.0000
Dialogos,16,91.0000,90.0000,55.0000,36.0000,10.0000,80.0000,9.0000,85.0000
AUBASA LP-BA,0,111.0000,64.0000,35.0000,76.0000,1.0000,63.0000,38.0000,54.0000
Fisherton,18,92.0000,992.0000,14.0000,78.0000,null,992.0000,25.0000,848.0000
Alsina,18,65.0000,165.0000,23.0000,42.0000,19.0000,146.0000,13.0000,164.0000
Arroyo Seco,8,837.0000,388.0000,413.0000,424.0000,65.0000,323.0000,117.0000,236.0000
El Club,12,94.0000,334.0000,35.0000,59.0000,33.0000,301.0000,16.0000,242.0000
Anchorena,19,null,33.0000,null,null,13.0000,20.0000,null,33.0000
Rosario Sur,1,null,null,null,null,null,null,null,null
Buen Ayre,17,135.0000,229.0000,51.0000,84.0000,46.0000,183.0000,21.0000,193.0000
El Club,18,136.0000,341.0000,54.0000,82.0000,61.0000,280.0000,28.0000,253.0000
Garay,10,146.0000,228.0000,44.0000,102.0000,14.0000,214.0000,14.0000,142.0000
DISC Echeverria,17,null,21.0000,null,null,null,21.0000,null,12.0000
Las Heras,23,24.0000,25.0000,8.0000,16.0000,2.0000,23.0000,14.0000,20.0000
San Isidro,6,122.0000,81.0000,59.0000,63.0000,23.0000,58.0000,16.0000,76.0000
Libertador,8,197.0000,228.0000,89.0000,108.0000,39.0000,189.0000,42.0000,176.0000
Bulnes,13,20.0000,84.0000,9.0000,11.0000,2.0000,82.0000,5.0000,64.0000
Las Heras,8,152.0000,71.0000,74.0000,78.0000,22.0000,49.0000,21.0000,63.0000
La Bandera,14,61.0000,446.0000,37.0000,24.0000,23.0000,423.0000,17.0000,258.0000
Gutierrez,16,41.0000,91.0000,11.0000,30.0000,6.0000,85.0000,12.0000,65.0000
DISC Echeverria,16,null,38.0000,null,null,null,38.0000,null,10.0000
DISC Echeverria,19,null,26.0000,null,null,null,26.0000,null,16.0000
Boulevard,9,189.0000,414.0000,81.0000,108.0000,20.0000,394.0000,53.0000,329.0000
Ovidio Lagos,17,51.0000,211.0000,13.0000,38.0000,5.0000,206.0000,null,211.0000
Las Heras,1,27.0000,25.0000,10.0000,17.0000,7.0000,18.0000,9.0000,25.0000
Centenera,20,17.0000,14.0000,11.0000,6.0000,2.0000,12.0000,3.0000,10.0000
Dialogos,18,98.0000,73.0000,68.0000,30.0000,17.0000,56.0000,7.0000,71.0000
Mitre,7,null,null,null,null,null,null,null,null
La Bandera,6,71.0000,164.0000,60.0000,11.0000,43.0000,121.0000,5.0000,145.0000
America,8,303.0000,109.0000,163.0000,140.0000,null,109.0000,49.0000,109.0000
Zarate,18,82.0000,42.0000,59.0000,23.0000,6.0000,36.0000,4.0000,42.0000
DISC Echeverria,9,null,77.0000,null,null,null,77.0000,null,31.0000
Gral Paz Capital,4,179.0000,59.0000,136.0000,43.0000,null,59.0000,35.0000,59.0000
Santa Fe,20,14.0000,9.0000,4.0000,10.0000,3.0000,6.0000,5.0000,9.0000
AUBASA BA-LP,8,476.0000,285.0000,166.0000,310.0000,53.0000,232.0000,115.0000,206.0000
Laferrere,7,99.0000,35.0000,73.0000,26.0000,10.0000,25.0000,8.0000,27.0000
Del Tejar,11,103.0000,247.0000,75.0000,28.0000,25.0000,222.0000,null,247.0000
Bulnes,21,8.0000,20.0000,6.0000,2.0000,null,20.0000,2.0000,18.0000
Las Heras,5,44.0000,30.0000,27.0000,17.0000,6.0000,24.0000,9.0000,27.0000
Los Incas,14,40.0000,null,27.0000,13.0000,null,null,3.0000,null
Gutierrez,18,81.0000,92.0000,44.0000,37.0000,14.0000,78.0000,20.0000,72.0000
Mitre,12,null,null,null,null,null,null,null,null
Mitre,15,null,null,null,null,null,null,null,null
Luis Viale,8,134.0000,97.0000,18.0000,116.0000,17.0000,80.0000,24.0000,79.0000
Arroyo Seco,7,764.0000,275.0000,414.0000,350.0000,62.0000,213.0000,93.0000,150.0000
