estacion,hora,q_cafes_llevar_algo,q_cafes_local_algo,q_cafes_llevar_algo_leche,q_cafes_llevar_algo_otros,q_cafes_local_algo_leche,q_cafes_local_algo_otros
Olivos,0,255.0000,185.0000,218.0000,37.0000,54.0000,131.0000
Cabildo,3,48.0000,36.0000,23.0000,25.0000,16.0000,20.0000
Cabildo,20,62.0000,66.0000,21.0000,41.0000,16.0000,50.0000
Santa Rita,16,235.0000,806.0000,26.0000,209.0000,35.0000,771.0000
Parque Sarmiento,12,335.0000,704.0000,228.0000,107.0000,148.0000,556.0000
Amanecer,23,87.0000,194.0000,26.0000,61.0000,null,194.0000
Las Heras,2,146.0000,66.0000,99.0000,47.0000,22.0000,44.0000
Amanecer,2,77.0000,125.0000,29.0000,48.0000,null,125.0000
Amanecer,7,1025.0000,1271.0000,547.0000,478.0000,null,1271.0000
Gral Paz Provincia,9,3635.0000,4809.0000,2119.0000,1516.0000,2495.0000,2314.0000
Lima,17,4741.0000,5218.0000,1878.0000,2863.0000,1504.0000,3714.0000
Florencio Varela,13,170.0000,666.0000,81.0000,89.0000,353.0000,313.0000
Lima,19,3727.0000,3776.0000,1586.0000,2141.0000,1251.0000,2525.0000
San Isidro,13,309.0000,736.0000,161.0000,148.0000,211.0000,525.0000
Gral Paz Capital,23,406.0000,525.0000,340.0000,66.0000,null,525.0000
Centenera,12,152.0000,463.0000,76.0000,76.0000,231.0000,232.0000
San Isidro,3,125.0000,159.0000,64.0000,61.0000,58.0000,101.0000
Santa Rita,19,203.0000,592.0000,17.0000,186.0000,65.0000,527.0000
Villa Luro,11,1117.0000,2340.0000,561.0000,556.0000,1008.0000,1332.0000
Bonpland,14,355.0000,990.0000,172.0000,183.0000,258.0000,732.0000
San Isidro,20,174.0000,543.0000,61.0000,113.0000,139.0000,404.0000
Boulevard,7,1207.0000,1401.0000,593.0000,614.0000,506.0000,895.0000
Maipu,17,194.0000,841.0000,104.0000,90.0000,177.0000,664.0000
DISC Caraffa,9,293.0000,727.0000,42.0000,251.0000,282.0000,445.0000
Zarate Brazo Largo,14,149.0000,211.0000,126.0000,23.0000,6.0000,205.0000
Lima,8,5841.0000,8420.0000,3441.0000,2400.0000,4384.0000,4036.0000
Amanecer,10,764.0000,1242.0000,358.0000,406.0000,null,1242.0000
Gral Paz Capital,15,757.0000,1663.0000,486.0000,271.0000,null,1663.0000
Santa Fe,15,83.0000,41.0000,34.0000,49.0000,9.0000,32.0000
Boulevard,23,null,null,null,null,null,null
Anchorena,22,null,null,null,null,null,null
DISC Echeverria,2,null,42.0000,null,null,null,42.0000
Alberdi,1,null,30.0000,null,null,null,30.0000
Mitre,20,null,null,null,null,null,null
Trelles,4,128.0000,99.0000,85.0000,43.0000,48.0000,51.0000
Centenera,4,81.0000,52.0000,49.0000,32.0000,21.0000,31.0000
Gral Paz Capital,3,915.0000,467.0000,789.0000,126.0000,null,467.0000
Bonpland,13,360.0000,1131.0000,193.0000,167.0000,389.0000,742.0000
El Club,7,1885.0000,3443.0000,1160.0000,725.0000,1841.0000,1602.0000
Pilar,22,149.0000,175.0000,36.0000,113.0000,67.0000,108.0000
La Bandera,19,173.0000,879.0000,127.0000,46.0000,139.0000,740.0000
Rosario Sur,8,null,null,null,null,null,null
Congreso,1,139.0000,123.0000,32.0000,107.0000,31.0000,92.0000
Parque Sarmiento,16,477.0000,973.0000,147.0000,330.0000,193.0000,780.0000
Alsina,6,669.0000,903.0000,244.0000,425.0000,400.0000,503.0000
Cabildo,6,227.0000,170.0000,147.0000,80.0000,113.0000,57.0000
Ovidio Lagos,16,209.0000,903.0000,69.0000,140.0000,106.0000,797.0000
Emilio Castro,8,1029.0000,767.0000,529.0000,500.0000,317.0000,450.0000
Alvear,15,428.0000,1999.0000,178.0000,250.0000,630.0000,1369.0000
Santa Rita,11,311.0000,849.0000,36.0000,275.0000,73.0000,776.0000
Zarate,14,183.0000,144.0000,112.0000,71.0000,63.0000,81.0000
Quilmes,2,129.0000,148.0000,54.0000,75.0000,45.0000,103.0000
Buen Ayre,2,261.0000,284.0000,112.0000,149.0000,88.0000,196.0000
Dialogos,20,196.0000,272.0000,130.0000,66.0000,115.0000,157.0000
Maipu,7,477.0000,734.0000,281.0000,196.0000,248.0000,486.0000
Maschwitz,20,null,51.0000,null,null,null,51.0000
Centenera,19,83.0000,167.0000,39.0000,44.0000,80.0000,87.0000
Cabildo,10,308.0000,292.0000,214.0000,94.0000,129.0000,163.0000
Laferrere,4,200.0000,190.0000,90.0000,110.0000,93.0000,97.0000
Olivos,22,136.0000,172.0000,126.0000,10.0000,59.0000,113.0000
Buen Ayre,11,1430.0000,2802.0000,843.0000,587.0000,1199.0000,1603.0000
Maipu,0,111.0000,252.0000,67.0000,44.0000,40.0000,212.0000
Garay,13,288.0000,663.0000,146.0000,142.0000,140.0000,523.0000
Parque Sarmiento,3,161.0000,41.0000,153.0000,8.0000,5.0000,36.0000
Zarate,7,1740.0000,618.0000,1334.0000,406.0000,369.0000,249.0000
Santa Rita,7,605.0000,1061.0000,92.0000,513.0000,193.0000,868.0000
Santa Rita,0,125.0000,163.0000,12.0000,113.0000,16.0000,147.0000
Laferrere,18,159.0000,567.0000,114.0000,45.0000,291.0000,276.0000
Laferrere,19,116.0000,461.0000,78.0000,38.0000,244.0000,217.0000
Emilio Castro,18,174.0000,313.0000,84.0000,90.0000,93.0000,220.0000
La Carmela,3,176.0000,157.0000,103.0000,73.0000,73.0000,84.0000
Congreso,21,148.0000,164.0000,48.0000,100.0000,31.0000,133.0000
Zarate Brazo Largo,8,829.0000,910.0000,677.0000,152.0000,45.0000,865.0000
Zarate Brazo Largo,6,789.0000,638.0000,647.0000,142.0000,39.0000,599.0000
Alberdi,2,null,56.0000,null,null,null,56.0000
Gutierrez,15,162.0000,448.0000,56.0000,106.0000,123.0000,325.0000
AUBASA LP-BA,17,2111.0000,4300.0000,1010.0000,1101.0000,1937.0000,2363.0000
AUBASA LP-BA,21,454.0000,500.0000,195.0000,259.0000,154.0000,346.0000
Disc Panamericana,16,31.0000,34.0000,6.0000,25.0000,2.0000,32.0000
Disc Panamericana,2,1.0000,null,null,1.0000,null,null
Rivadavia,22,null,null,null,null,null,null
Parque Sarmiento,8,1749.0000,1532.0000,1219.0000,530.0000,437.0000,1095.0000
Alsina,14,221.0000,473.0000,54.0000,167.0000,144.0000,329.0000
Ovidio Lagos,23,67.0000,200.0000,26.0000,41.0000,37.0000,163.0000
Luis Viale,20,141.0000,512.0000,45.0000,96.0000,117.0000,395.0000
Mitre,6,null,null,null,null,null,null
Arroyo Seco,22,1067.0000,762.0000,474.0000,593.0000,340.0000,422.0000
Maipu,18,178.0000,670.0000,95.0000,83.0000,144.0000,526.0000
Disc Panamericana,21,3.0000,6.0000,null,3.0000,null,6.0000
Libertador,7,1401.0000,1772.0000,818.0000,583.0000,909.0000,863.0000
El Club,20,302.0000,969.0000,152.0000,150.0000,362.0000,607.0000
AUBASA BA-LP,5,1703.0000,1055.0000,965.0000,738.0000,567.0000,488.0000
Congreso,23,120.0000,124.0000,44.0000,76.0000,29.0000,95.0000
Olivos,6,1735.0000,1300.0000,1648.0000,87.0000,752.0000,548.0000
Santa Rita,21,83.0000,162.0000,8.0000,75.0000,8.0000,154.0000
Quilmes,9,1379.0000,2007.0000,726.0000,653.0000,962.0000,1045.0000
Zarate Brazo Largo,23,108.0000,91.0000,88.0000,20.0000,5.0000,86.0000
Anchorena,3,null,null,null,null,null,null
Bulnes,4,null,null,null,null,null,null
Arroyo Seco,11,4794.0000,6166.0000,2429.0000,2365.0000,2267.0000,3899.0000
Trelles,11,331.0000,773.0000,202.0000,129.0000,269.0000,504.0000
Olivos,20,140.0000,320.0000,116.0000,24.0000,118.0000,202.0000
La Carmela,22,107.0000,106.0000,47.0000,60.0000,36.0000,70.0000
Olivos,14,174.0000,420.0000,132.0000,42.0000,126.0000,294.0000
America,1,111.0000,176.0000,40.0000,71.0000,null,176.0000
Cabildo,19,115.0000,96.0000,51.0000,64.0000,33.0000,63.0000
Gutierrez,22,73.0000,103.0000,23.0000,50.0000,34.0000,69.0000
Congreso,14,306.0000,640.0000,130.0000,176.0000,96.0000,544.0000
Villa Luro,14,340.0000,1000.0000,136.0000,204.0000,305.0000,695.0000
Rosario Sur,16,null,null,null,null,null,null
Maschwitz,15,null,118.0000,null,null,null,118.0000
Gral Paz Provincia,16,1114.0000,2012.0000,465.0000,649.0000,702.0000,1310.0000
America,21,91.0000,165.0000,30.0000,61.0000,null,165.0000
Disc Panamericana,7,117.0000,41.0000,9.0000,108.0000,null,41.0000
DISC Caraffa,10,153.0000,618.0000,16.0000,137.0000,224.0000,394.0000
Quilmes,22,79.0000,122.0000,33.0000,46.0000,36.0000,86.0000
Villa Luro,0,233.0000,450.0000,67.0000,166.0000,112.0000,338.0000
Zarate,5,4.0000,4.0000,4.0000,null,1.0000,3.0000
Emilio Castro,9,719.0000,692.0000,372.0000,347.0000,257.0000,435.0000
Villa Luro,9,2080.0000,3389.0000,1134.0000,946.0000,1899.0000,1490.0000
Olivos,1,227.0000,156.0000,204.0000,23.0000,46.0000,110.0000
Lima,5,2403.0000,1498.0000,1323.0000,1080.0000,738.0000,760.0000
El Arco,10,1088.0000,2710.0000,668.0000,420.0000,1220.0000,1490.0000
Santa Rita,2,99.0000,105.0000,13.0000,86.0000,13.0000,92.0000
Parque Sarmiento,20,256.0000,339.0000,46.0000,210.0000,62.0000,277.0000
Amanecer,15,194.0000,557.0000,68.0000,126.0000,null,557.0000
Rosario Sur,9,null,null,null,null,null,null
America,6,910.0000,533.0000,490.0000,420.0000,null,533.0000
Las Heras,17,544.0000,520.0000,336.0000,208.0000,195.0000,325.0000
Emilio Castro,5,403.0000,391.0000,174.0000,229.0000,243.0000,148.0000
Maschwitz,4,null,123.0000,null,null,null,123.0000
Del Tejar,3,147.0000,120.0000,89.0000,58.0000,41.0000,79.0000
Gral Paz Provincia,18,1497.0000,2888.0000,879.0000,618.0000,1444.0000,1444.0000
Rosario Sur,18,null,null,null,null,null,null
Bonpland,12,475.0000,1447.0000,243.0000,232.0000,499.0000,948.0000
Congreso,6,1139.0000,599.0000,486.0000,653.0000,114.0000,485.0000
Anchorena,10,null,null,null,null,null,null
La Bandera,23,null,null,null,null,null,null
Del Tejar,5,287.0000,369.0000,199.0000,88.0000,107.0000,262.0000
Parque Sarmiento,17,723.0000,1211.0000,244.0000,479.0000,282.0000,929.0000
Alberdi,21,null,37.0000,null,null,null,37.0000
Zarate,23,103.0000,55.0000,57.0000,46.0000,8.0000,47.0000
Zarate,2,111.0000,48.0000,60.0000,51.0000,4.0000,44.0000
Dialogos,21,85.0000,141.0000,39.0000,46.0000,63.0000,78.0000
AUBASA BA-LP,22,436.0000,500.0000,107.0000,329.0000,140.0000,360.0000
Bulnes,6,69.0000,85.0000,41.0000,28.0000,34.0000,51.0000
AUBASA LP-BA,4,859.0000,287.0000,414.0000,445.0000,100.0000,187.0000
DISC Echeverria,13,null,25.0000,null,null,null,25.0000
Olivos,12,239.0000,464.0000,208.0000,31.0000,154.0000,310.0000
Mitre,1,null,null,null,null,null,null
Libertador,12,336.0000,828.0000,169.0000,167.0000,283.0000,545.0000
Lima,14,1791.0000,2037.0000,499.0000,1292.0000,335.0000,1702.0000
Centenera,0,30.0000,29.0000,11.0000,19.0000,5.0000,24.0000
Quilmes,23,116.0000,147.0000,53.0000,63.0000,38.0000,109.0000
Maschwitz,0,null,31.0000,null,null,null,31.0000
Laferrere,10,480.0000,1020.0000,288.0000,192.0000,503.0000,517.0000
Alberdi,13,null,61.0000,null,null,null,61.0000
America,15,248.0000,545.0000,82.0000,166.0000,null,545.0000
Los Incas,8,1101.0000,17.0000,954.0000,147.0000,null,17.0000
Gral Paz Capital,7,3972.0000,2719.0000,2283.0000,1689.0000,null,2719.0000
Rivadavia,11,null,null,null,null,null,null
Bonpland,22,158.0000,538.0000,96.0000,62.0000,158.0000,380.0000
Laferrere,2,118.0000,182.0000,44.0000,74.0000,54.0000,128.0000
Emilio Castro,6,928.0000,440.0000,426.0000,502.0000,243.0000,197.0000
Floresta,2,101.0000,151.0000,27.0000,74.0000,33.0000,118.0000
Rivadavia,6,null,null,null,null,null,null
La Bandera,3,null,null,null,null,null,null
Gral Paz Capital,17,1529.0000,2278.0000,983.0000,546.0000,null,2278.0000
Arroyo Seco,21,1483.0000,1132.0000,678.0000,805.0000,433.0000,699.0000
Floresta,13,92.0000,297.0000,35.0000,57.0000,108.0000,189.0000
Lima,7,5697.0000,6671.0000,3287.0000,2410.0000,3670.0000,3001.0000
Emilio Castro,13,140.0000,260.0000,51.0000,89.0000,89.0000,171.0000
Olivos,13,171.0000,438.0000,159.0000,12.0000,137.0000,301.0000
La Bandera,0,null,null,null,null,null,null
America,9,884.0000,1212.0000,487.0000,397.0000,null,1212.0000
San Isidro,17,666.0000,1725.0000,191.0000,475.0000,336.0000,1389.0000
Maschwitz,12,null,116.0000,null,null,null,116.0000
Zarate Brazo Largo,11,385.0000,410.0000,320.0000,65.0000,6.0000,404.0000
Dialogos,2,12.0000,7.0000,11.0000,1.0000,4.0000,3.0000
Emilio Castro,1,99.0000,60.0000,45.0000,54.0000,22.0000,38.0000
Del Tejar,20,185.0000,337.0000,125.0000,60.0000,104.0000,233.0000
America,19,194.0000,547.0000,62.0000,132.0000,null,547.0000
La Carmela,14,158.0000,195.0000,72.0000,86.0000,52.0000,143.0000
Santa Fe,16,127.0000,73.0000,55.0000,72.0000,14.0000,59.0000
AUBASA BA-LP,21,484.0000,511.0000,164.0000,320.0000,152.0000,359.0000
Los Incas,10,962.0000,31.0000,850.0000,112.0000,null,31.0000
Del Tejar,18,597.0000,1087.0000,358.0000,239.0000,423.0000,664.0000
DISC Echeverria,11,null,59.0000,null,null,null,59.0000
Santa Rita,17,294.0000,947.0000,19.0000,275.0000,80.0000,867.0000
Alberdi,9,null,146.0000,null,null,null,146.0000
Alvear,1,260.0000,836.0000,113.0000,147.0000,227.0000,609.0000
Gutierrez,3,119.0000,115.0000,67.0000,52.0000,45.0000,70.0000
AUBASA BA-LP,2,450.0000,448.0000,149.0000,301.0000,147.0000,301.0000
Luis Viale,12,306.0000,913.0000,66.0000,240.0000,217.0000,696.0000
Rosario Sur,20,null,null,null,null,null,null
Ovidio Lagos,0,82.0000,220.0000,25.0000,57.0000,43.0000,177.0000
Mitre,22,null,null,null,null,null,null
Buen Ayre,7,2780.0000,3134.0000,2014.0000,766.0000,1791.0000,1343.0000
Centenera,10,584.0000,889.0000,283.0000,301.0000,337.0000,552.0000
Fisherton,13,184.0000,1237.0000,55.0000,129.0000,null,1237.0000
Alvear,0,282.0000,902.0000,99.0000,183.0000,192.0000,710.0000
Amanecer,13,150.0000,459.0000,63.0000,87.0000,null,459.0000
Congreso,8,1495.0000,1173.0000,745.0000,750.0000,300.0000,873.0000
AUBASA LP-BA,16,1627.0000,3350.0000,750.0000,877.0000,1275.0000,2075.0000
DISC Caraffa,18,33.0000,199.0000,5.0000,28.0000,54.0000,145.0000
Alberdi,16,null,78.0000,null,null,null,78.0000
El Arco,4,null,null,null,null,null,null
El Club,15,512.0000,2046.0000,255.0000,257.0000,611.0000,1435.0000
Alvear,9,1409.0000,4535.0000,831.0000,578.0000,2253.0000,2282.0000
Florencio Varela,23,108.0000,141.0000,30.0000,78.0000,10.0000,131.0000
Luis Viale,23,95.0000,235.0000,27.0000,68.0000,20.0000,215.0000
Boulevard,1,null,null,null,null,null,null
Buen Ayre,16,1067.0000,2435.0000,581.0000,486.0000,966.0000,1469.0000
Bonpland,17,733.0000,2219.0000,418.0000,315.0000,995.0000,1224.0000
Emilio Castro,7,1174.0000,745.0000,599.0000,575.0000,244.0000,501.0000
La Carmela,10,723.0000,688.0000,392.0000,331.0000,271.0000,417.0000
Pilar,6,1226.0000,709.0000,797.0000,429.0000,288.0000,421.0000
Emilio Castro,14,134.0000,199.0000,38.0000,96.0000,35.0000,164.0000
Centenera,16,131.0000,411.0000,61.0000,70.0000,148.0000,263.0000
Disc Panamericana,13,15.0000,20.0000,null,15.0000,null,20.0000
La Bandera,17,258.0000,1781.0000,193.0000,65.0000,321.0000,1460.0000
Buen Ayre,10,2368.0000,4148.0000,1586.0000,782.0000,2114.0000,2034.0000
Anchorena,9,null,null,null,null,null,null
Villa Luro,6,1384.0000,1647.0000,722.0000,662.0000,911.0000,736.0000
Bulnes,7,145.0000,722.0000,98.0000,47.0000,198.0000,524.0000
Alberdi,0,null,39.0000,null,null,null,39.0000
Las Heras,9,1065.0000,719.0000,714.0000,351.0000,340.0000,379.0000
Zarate Brazo Largo,22,133.0000,133.0000,102.0000,31.0000,4.0000,129.0000
AUBASA LP-BA,1,528.0000,429.0000,194.0000,334.0000,94.0000,335.0000
Gral Paz Provincia,21,400.0000,517.0000,179.0000,221.0000,190.0000,327.0000
San Isidro,21,86.0000,224.0000,21.0000,65.0000,43.0000,181.0000
Luis Viale,0,144.0000,256.0000,29.0000,115.0000,39.0000,217.0000
Los Incas,11,538.0000,12.0000,445.0000,93.0000,null,12.0000
Congreso,11,695.0000,1139.0000,352.0000,343.0000,239.0000,900.0000
Alsina,22,170.0000,359.0000,23.0000,147.0000,26.0000,333.0000
DISC Caraffa,12,34.0000,289.0000,2.0000,32.0000,69.0000,220.0000
Trelles,19,214.0000,310.0000,117.0000,97.0000,140.0000,170.0000
Del Tejar,22,91.0000,137.0000,56.0000,35.0000,26.0000,111.0000
Congreso,16,487.0000,1084.0000,175.0000,312.0000,121.0000,963.0000
Quilmes,11,478.0000,1323.0000,233.0000,245.0000,557.0000,766.0000
Villa Allende,14,126.0000,453.0000,52.0000,74.0000,54.0000,399.0000
La Bandera,4,null,null,null,null,null,null
San Isidro,16,514.0000,1356.0000,116.0000,398.0000,201.0000,1155.0000
Alvear,22,197.0000,727.0000,71.0000,126.0000,213.0000,514.0000
Villa Luro,10,1711.0000,3080.0000,875.0000,836.0000,1502.0000,1578.0000
Del Tejar,19,372.0000,634.0000,245.0000,127.0000,247.0000,387.0000
Boulevard,13,186.0000,697.0000,77.0000,109.0000,163.0000,534.0000
La Carmela,8,1575.0000,1218.0000,952.0000,623.0000,590.0000,628.0000
Cabildo,12,132.0000,176.0000,90.0000,42.0000,59.0000,117.0000
Alsina,0,135.0000,295.0000,19.0000,116.0000,54.0000,241.0000
Las Heras,4,159.0000,74.0000,126.0000,33.0000,33.0000,41.0000
Fisherton,15,297.0000,1670.0000,34.0000,263.0000,null,1670.0000
America,11,388.0000,999.0000,201.0000,187.0000,null,999.0000
Quilmes,18,418.0000,1038.0000,217.0000,201.0000,481.0000,557.0000
Ovidio Lagos,9,658.0000,1856.0000,173.0000,485.0000,309.0000,1547.0000
Quilmes,21,85.0000,111.0000,37.0000,48.0000,35.0000,76.0000
La Bandera,12,182.0000,1370.0000,131.0000,51.0000,213.0000,1157.0000
Emilio Castro,12,214.0000,275.0000,89.0000,125.0000,92.0000,183.0000
Dialogos,9,1604.0000,2055.0000,1007.0000,597.0000,1122.0000,933.0000
Parque Sarmiento,6,929.0000,729.0000,621.0000,308.0000,180.0000,549.0000
Rosario Sur,2,null,null,null,null,null,null
Floresta,6,760.0000,985.0000,299.0000,461.0000,464.0000,521.0000
Rivadavia,16,null,null,null,null,null,null
Los Incas,5,192.0000,3.0000,147.0000,45.0000,1.0000,2.0000
Buen Ayre,19,842.0000,1927.0000,496.0000,346.0000,855.0000,1072.0000
Floresta,20,86.0000,297.0000,12.0000,74.0000,99.0000,198.0000
Gral Paz Capital,12,879.0000,1523.0000,488.0000,391.0000,null,1523.0000
Floresta,18,238.0000,568.0000,54.0000,184.0000,168.0000,400.0000
La Bandera,16,194.0000,1195.0000,146.0000,48.0000,215.0000,980.0000
Laferrere,21,40.0000,155.0000,24.0000,16.0000,76.0000,79.0000
Olivos,17,484.0000,963.0000,391.0000,93.0000,368.0000,595.0000
Maipu,15,146.0000,479.0000,83.0000,63.0000,81.0000,398.0000
La Carmela,18,427.0000,394.0000,248.0000,179.0000,152.0000,242.0000
Cabildo,4,71.0000,39.0000,42.0000,29.0000,25.0000,14.0000
Gral Paz Capital,20,675.0000,826.0000,414.0000,261.0000,null,826.0000
Emilio Castro,19,155.0000,204.0000,67.0000,88.0000,43.0000,161.0000
Centenera,15,90.0000,262.0000,25.0000,65.0000,68.0000,194.0000
Luis Viale,13,201.0000,755.0000,43.0000,158.0000,195.0000,560.0000
Bulnes,12,110.0000,502.0000,73.0000,37.0000,139.0000,363.0000
Fisherton,8,1800.0000,5411.0000,871.0000,929.0000,null,5411.0000
Pilar,4,290.0000,299.0000,134.0000,156.0000,223.0000,76.0000
Maipu,5,213.0000,202.0000,158.0000,55.0000,61.0000,141.0000
Luis Viale,2,159.0000,239.0000,46.0000,113.0000,40.0000,199.0000
Garay,12,371.0000,971.0000,210.0000,161.0000,283.0000,688.0000
DISC Caraffa,14,14.0000,120.0000,2.0000,12.0000,13.0000,107.0000
Luis Viale,5,395.0000,340.0000,107.0000,288.0000,82.0000,258.0000
Amanecer,6,733.0000,1374.0000,416.0000,317.0000,null,1374.0000
El Arco,21,136.0000,280.0000,68.0000,68.0000,71.0000,209.0000
Lima,1,1322.0000,904.0000,439.0000,883.0000,267.0000,637.0000
Mitre,16,null,null,null,null,null,null
Trelles,18,309.0000,416.0000,169.0000,140.0000,171.0000,245.0000
Gutierrez,11,268.0000,549.0000,116.0000,152.0000,246.0000,303.0000
Disc Panamericana,6,71.0000,30.0000,3.0000,68.0000,null,30.0000
Bonpland,6,802.0000,1447.0000,550.0000,252.0000,844.0000,603.0000
Garay,0,95.0000,150.0000,33.0000,62.0000,36.0000,114.0000
Quilmes,3,156.0000,153.0000,77.0000,79.0000,79.0000,74.0000
America,5,394.0000,382.0000,158.0000,236.0000,null,382.0000
Garay,7,1118.0000,1312.0000,683.0000,435.0000,520.0000,792.0000
Alberdi,20,null,36.0000,null,null,null,36.0000
Villa Luro,2,166.0000,381.0000,61.0000,105.0000,144.0000,237.0000
Garay,1,133.0000,164.0000,55.0000,78.0000,27.0000,137.0000
AUBASA BA-LP,1,523.0000,595.0000,193.0000,330.0000,140.0000,455.0000
Alvear,12,459.0000,1826.0000,231.0000,228.0000,612.0000,1214.0000
Zarate Brazo Largo,13,154.0000,211.0000,117.0000,37.0000,26.0000,185.0000
Libertador,10,1111.0000,1940.0000,557.0000,554.0000,842.0000,1098.0000
San Isidro,18,563.0000,1569.0000,150.0000,413.0000,278.0000,1291.0000
Zarate,16,332.0000,209.0000,225.0000,107.0000,99.0000,110.0000
Olivos,5,529.0000,315.0000,507.0000,22.0000,223.0000,92.0000
Laferrere,6,734.0000,803.0000,440.0000,294.0000,507.0000,296.0000
Santa Rita,8,516.0000,1133.0000,83.0000,433.0000,215.0000,918.0000
Gutierrez,8,869.0000,1022.0000,455.0000,414.0000,508.0000,514.0000
Gral Paz Provincia,1,552.0000,730.0000,198.0000,354.0000,206.0000,524.0000
Arroyo Seco,13,1848.0000,2637.0000,774.0000,1074.0000,604.0000,2033.0000
DISC Echeverria,0,null,84.0000,null,null,null,84.0000
Luis Viale,19,214.0000,720.0000,101.0000,113.0000,225.0000,495.0000
Arroyo Seco,18,6223.0000,6879.0000,3048.0000,3175.0000,2671.0000,4208.0000
Santa Rita,12,169.0000,605.0000,12.0000,157.0000,52.0000,553.0000
Rosario Sur,22,null,null,null,null,null,null
El Club,3,167.0000,245.0000,67.0000,100.0000,68.0000,177.0000
DISC Caraffa,2,null,null,null,null,null,null
Mitre,2,null,null,null,null,null,null
Mitre,5,null,null,null,null,null,null
Alberdi,14,null,49.0000,null,null,null,49.0000
Rivadavia,8,null,null,null,null,null,null
Los Incas,17,264.0000,9.0000,195.0000,69.0000,null,9.0000
Maipu,10,324.0000,899.0000,194.0000,130.0000,310.0000,589.0000
Boulevard,16,284.0000,1289.0000,151.0000,133.0000,358.0000,931.0000
Trelles,1,132.0000,131.0000,65.0000,67.0000,28.0000,103.0000
Trelles,6,557.0000,728.0000,319.0000,238.0000,424.0000,304.0000
AUBASA LP-BA,20,767.0000,1059.0000,374.0000,393.0000,375.0000,684.0000
Rivadavia,19,null,null,null,null,null,null
La Bandera,15,137.0000,887.0000,95.0000,42.0000,130.0000,757.0000
Zarate Brazo Largo,16,314.0000,323.0000,241.0000,73.0000,29.0000,294.0000
Florencio Varela,11,440.0000,1364.0000,191.0000,249.0000,757.0000,607.0000
Amanecer,18,273.0000,795.0000,108.0000,165.0000,null,795.0000
DISC Caraffa,13,20.0000,159.0000,1.0000,19.0000,42.0000,117.0000
Florencio Varela,2,123.0000,132.0000,33.0000,90.0000,33.0000,99.0000
Santa Rita,23,97.0000,109.0000,11.0000,86.0000,5.0000,104.0000
DISC Echeverria,18,null,52.0000,null,null,null,52.0000
Alvear,11,887.0000,2860.0000,475.0000,412.0000,1150.0000,1710.0000
Libertador,15,428.0000,1012.0000,149.0000,279.0000,314.0000,698.0000
Amanecer,0,105.0000,192.0000,29.0000,76.0000,null,192.0000
El Club,6,1074.0000,1500.0000,682.0000,392.0000,798.0000,702.0000
Cabildo,2,59.0000,29.0000,34.0000,25.0000,8.0000,21.0000
El Club,13,330.0000,1627.0000,167.0000,163.0000,398.0000,1229.0000
Fisherton,16,416.0000,2227.0000,70.0000,346.0000,null,2227.0000
Zarate,11,519.0000,483.0000,342.0000,177.0000,266.0000,217.0000
Luis Viale,14,156.0000,765.0000,51.0000,105.0000,163.0000,602.0000
Luis Viale,6,675.0000,695.0000,146.0000,529.0000,266.0000,429.0000
Santa Rita,5,648.0000,742.0000,77.0000,571.0000,95.0000,647.0000
Villa Allende,7,2265.0000,2200.0000,1637.0000,628.0000,1150.0000,1050.0000
Bonpland,7,1755.0000,2022.0000,1104.0000,651.0000,1145.0000,877.0000
AUBASA BA-LP,11,2749.0000,3972.0000,1243.0000,1506.0000,1504.0000,2468.0000
AUBASA BA-LP,14,1123.0000,1689.0000,348.0000,775.0000,396.0000,1293.0000
Rosario Sur,19,null,null,null,null,null,null
Floresta,22,131.0000,149.0000,19.0000,112.0000,25.0000,124.0000
La Carmela,17,353.0000,397.0000,195.0000,158.0000,149.0000,248.0000
Luis Viale,10,786.0000,1391.0000,164.0000,622.0000,399.0000,992.0000
Amanecer,21,59.0000,186.0000,14.0000,45.0000,null,186.0000
DISC Caraffa,19,36.0000,170.0000,5.0000,31.0000,54.0000,116.0000
Floresta,10,685.0000,849.0000,309.0000,376.0000,309.0000,540.0000
Bonpland,4,222.0000,381.0000,130.0000,92.0000,165.0000,216.0000
CORS EVENTOS,17,345.0000,2.0000,140.0000,205.0000,null,2.0000
Laferrere,20,71.0000,325.0000,41.0000,30.0000,133.0000,192.0000
America,18,291.0000,1059.0000,118.0000,173.0000,null,1059.0000
Maipu,23,107.0000,207.0000,62.0000,45.0000,20.0000,187.0000
Gutierrez,1,71.0000,179.0000,29.0000,42.0000,58.0000,121.0000
Quilmes,14,166.0000,481.0000,71.0000,95.0000,167.0000,314.0000
Emilio Castro,17,225.0000,256.0000,103.0000,122.0000,89.0000,167.0000
Lima,23,1106.0000,772.0000,381.0000,725.0000,235.0000,537.0000
Parque Sarmiento,19,341.0000,680.0000,87.0000,254.0000,108.0000,572.0000
Olivos,8,2103.0000,1731.0000,1910.0000,193.0000,716.0000,1015.0000
Los Incas,7,913.0000,19.0000,820.0000,93.0000,null,19.0000
Mitre,3,null,null,null,null,null,null
Santa Fe,7,495.0000,190.0000,309.0000,186.0000,79.0000,111.0000
El Arco,13,185.0000,465.0000,108.0000,77.0000,146.0000,319.0000
AUBASA BA-LP,20,915.0000,992.0000,335.0000,580.0000,365.0000,627.0000
Zarate,8,1261.0000,603.0000,903.0000,358.0000,371.0000,232.0000
